data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2023-06-15 11:58:54.089870;1015;Canoas;Carlos Henrique;Tenis Nike;Sara Salter;feminino;pix
2023-06-15 12:14:53.676872;1016;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Chad Thomas;masculino;credito
2023-06-15 15:37:46.951107;1017;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Harrison Obrien;masculino;credito
2023-06-15 16:59:47.265878;1018;Caxias do Sul;Mateus Kienzle;Tenis NB;Jamison Garnett;masculino;credito
2023-06-16 08:40:44.670924;1019;Porto Alegre;Luiza Cherobini;Tenis NB;Rachel Mcclellan;feminino;credito
2023-06-16 10:45:53.680870;1020;São Paulo;Claudio Bueno;Tenis Nike;Danny Santos;masculino;credito
2023-06-16 12:32:48.529873;1021;Canoas;Carlos Henrique;Tenis Nike;Ida Bradley;feminino;credito
2023-06-16 13:52:54.427928;1022;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Ruth Sherrod;feminino;credito
2023-06-16 16:18:51.333870;1023;Florianópolis;Mario Sérgio;Tenis Adidas;Donna Santiago;feminino;credito
2023-06-17 07:32:45.138877;1024;Lajeado;Adriano Soares;Tenis Fila;Marina Gagnon;feminino;credito
2023-06-17 07:50:42.046870;1025;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Roger Pickett;masculino;credito
2023-06-17 08:24:55.919870;1026;Caxias do Sul;Mateus Kienzle;Tenis Adidas;David Stokes;masculino;credito
2023-06-17 08:46:55.135871;1027;São Paulo;Claudio Bueno;Tenis NB;Philip Fett;masculino;credito
2023-06-17 12:35:42.623924;1028;Lajeado;Adriano Soares;Tenis Fila;Lisbeth Putnam;feminino;pix
2023-06-17 15:57:52.796877;1029;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kim Pipkin;feminino;pix
2023-06-17 16:20:51.377873;1030;São Paulo;Cassia Moraes;Tenis Nike;Timothy Leader;masculino;credito
2023-06-17 17:03:40.688870;1031;Canoas;Carlos Henrique;Tenis Adidas;Martin Pamintuan;masculino;credito
2023-06-18 10:50:45.046870;1032;Lajeado;Juliano Faccioni;Tenis NB;Carlotta Jones;feminino;credito
2023-06-18 11:38:42.617924;1033;Canoas;Carlos Henrique;Tenis Fila;David Spellman;masculino;credito
2023-06-18 12:18:44.672908;1034;Caxias do Sul;Mateus Kienzle;Tenis Nike;Sandra Carranza;feminino;credito
2023-06-19 10:05:50.699872;1035;Lajeado;Juliano Faccioni;Tenis Nike;Benjamin Banks;masculino;credito
2023-06-19 13:35:43.283950;1036;São Paulo;Claudio Bueno;Tenis Fila;Mark Mullen;masculino;credito
2023-06-19 14:37:52.414873;1037;Canoas;Luis Fernando;Tenis Fila;Clarence Peterson;masculino;credito
2023-06-19 15:33:52.268871;1038;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Douglas Sanchez;masculino;credito
2023-06-20 10:04:44.669872;1039;Lajeado;Juliano Faccioni;Tenis Nike;Robin Floyd;feminino;boleto
2023-06-20 12:41:44.541877;1040;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Ann Martinez;feminino;credito
2023-06-20 15:06:53.690870;1041;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Richard Sparkman;masculino;credito
2023-06-20 16:05:51.489878;1042;Lajeado;Juliano Faccioni;Tenis Adidas;Sherry Copley;feminino;credito
2023-06-20 16:56:44.459872;1043;Lajeado;Adriano Soares;Tenis Adidas;Sandy Rosner;feminino;boleto
2023-06-20 17:14:42.630924;1044;São Paulo;Cassia Moraes;Tenis NB;Thomas Oneal;masculino;credito
2023-06-21 07:15:55.846872;1045;Caxias do Sul;Mateus Kienzle;Tenis NB;Jesse Maxwell;masculino;credito
2023-06-21 07:52:52.584871;1046;São Paulo;Cassia Moraes;Tenis NB;Howard Wilhelm;masculino;credito
2023-06-21 10:10:54.527872;1047;Lajeado;Adriano Soares;Tenis NB;Sanjuanita Pilkington;feminino;credito
2023-06-21 10:50:55.495872;1048;Canoas;Carlos Henrique;Tenis Nike;Anthony Perez;masculino;credito
2023-06-21 16:08:48.380924;1049;Canoas;Luis Fernando;Tenis Nike;Ingrid Marson;feminino;credito
2023-06-22 08:14:43.084872;1050;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Ruth Moore;feminino;credito
2023-06-22 09:25:52.355870;1051;Florianópolis;Mario Sérgio;Tenis Fila;Jeremiah Moore;masculino;boleto
2023-06-22 09:56:48.277872;1052;Florianópolis;Claudia dos Santos;Tenis NB;Robert Williams;masculino;credito
2023-06-22 11:50:48.011872;1053;São Paulo;Cassia Moraes;Tenis Fila;Christina Guidry;feminino;credito
2023-06-22 11:58:54.413871;1054;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Danielle Musto;feminino;credito
2023-06-22 12:09:49.783872;1055;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kirk Mota;masculino;boleto
2023-06-22 12:53:45.899871;1056;Canoas;Carlos Henrique;Tenis Fila;Mary Hall;feminino;credito
2023-06-22 14:58:47.753871;1057;Canoas;Luis Fernando;Tenis Adidas;John Sidney;masculino;credito
2023-06-22 16:13:52.052873;1058;Canoas;Carlos Henrique;Tenis Nike;Valerie Anderson;feminino;credito
2023-06-22 16:26:47.830872;1059;Porto Alegre;Luiza Cherobini;Tenis NB;Beverly Cox;feminino;credito
2023-06-22 16:47:43.810872;1060;Canoas;Carlos Henrique;Tenis Nike;Benjamin Seneker;masculino;credito
2023-06-23 08:28:40.918871;1061;São Paulo;Cassia Moraes;Tenis Nike;Lawrence Hartung;masculino;pix
2023-06-23 11:23:42.872872;1062;Florianópolis;Claudia dos Santos;Tenis NB;Betty Jones;feminino;credito
2023-06-23 13:21:42.078872;1063;Lajeado;Adriano Soares;Tenis NB;Marcia Espinoza;feminino;credito
2023-06-23 14:16:42.840877;1064;São Paulo;Cassia Moraes;Tenis Nike;David Neira;masculino;credito
2023-06-23 16:19:53.756925;1065;Florianópolis;Mario Sérgio;Tenis Nike;Lola Cowan;feminino;credito
2023-06-23 17:22:46.750872;1066;São Paulo;Claudio Bueno;Tenis NB;Anna Trogdon;feminino;credito
2023-06-23 17:35:54.479872;1067;Lajeado;Juliano Faccioni;Tenis Fila;Victor Valerio;masculino;boleto
2023-06-24 09:21:43.305873;1068;Canoas;Luis Fernando;Tenis Nike;Patrick Bruning;masculino;credito
2023-06-24 10:30:49.155872;1069;Lajeado;Adriano Soares;Tenis Fila;Marquita Albert;feminino;credito
2023-06-24 12:27:43.082872;1070;Lajeado;Adriano Soares;Tenis Fila;Robert Ramirez;masculino;credito
2023-06-24 12:34:54.446877;1071;Lajeado;Adriano Soares;Tenis NB;Diane Smart;feminino;credito
2023-06-24 13:13:46.386870;1072;Lajeado;Juliano Faccioni;Tenis Nike;Fred Hudson;masculino;credito
2023-06-24 14:06:46.301872;1073;Florianópolis;Mario Sérgio;Tenis Fila;Joseph Beck;masculino;credito
2023-06-24 15:04:50.689870;1074;Canoas;Luis Fernando;Tenis Fila;Mary Marsden;feminino;boleto
2023-06-24 16:22:48.225876;1075;Canoas;Luis Fernando;Tenis Nike;Jeffrey Nixon;masculino;boleto
2023-06-24 17:04:48.998923;1076;São Paulo;Cassia Moraes;Tenis NB;Rae Richards;feminino;credito
2023-06-24 17:15:42.505871;1077;São Paulo;Claudio Bueno;Tenis Nike;Lucienne Altro;feminino;credito
2023-06-25 07:23:51.285870;1078;Porto Alegre;Luiza Cherobini;Tenis Adidas;Randy Mcgillicuddy;masculino;boleto
2023-06-25 08:08:43.952873;1079;São Paulo;Claudio Bueno;Tenis Fila;Michelle Hahn;feminino;credito
2023-06-25 08:50:40.924871;1080;São Paulo;Claudio Bueno;Tenis NB;Julia Adams;feminino;credito
2023-06-25 09:39:54.735924;1081;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Giovanni Messina;masculino;credito
2023-06-25 10:48:52.571871;1082;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Violette Marsh;feminino;credito
2023-06-25 11:32:41.573924;1083;Florianópolis;Claudia dos Santos;Tenis NB;Clifford Bucher;masculino;pix
2023-06-25 12:37:51.238877;1084;Caxias do Sul;Mateus Kienzle;Tenis Nike;Brian Conover;masculino;boleto
2023-06-25 14:36:52.477873;1085;Florianópolis;Mario Sérgio;Tenis NB;Tonja Kelly;feminino;pix
2023-06-25 15:02:47.017924;1086;Caxias do Sul;Mateus Kienzle;Tenis Nike;Kevin Engram;masculino;credito
2023-06-25 16:12:46.625876;1087;Florianópolis;Mario Sérgio;Tenis Fila;Darlene Bush;feminino;credito
2023-06-26 11:33:51.788877;1088;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jeffery Hanlon;masculino;boleto
2023-06-26 11:37:55.853877;1089;Lajeado;Adriano Soares;Tenis Adidas;Wendy Mathis;feminino;credito
2023-06-26 12:13:45.812925;1090;Florianópolis;Claudia dos Santos;Tenis Fila;Sandra Aupperle;feminino;credito
2023-06-26 12:29:50.819872;1091;Lajeado;Adriano Soares;Tenis Nike;Melvin Chan;masculino;credito
2023-06-26 12:32:51.327871;1092;São Paulo;Cassia Moraes;Tenis NB;Beth Wilson;feminino;credito
2023-06-26 13:33:55.690931;1093;São Paulo;Cassia Moraes;Tenis NB;Scott Coleman;masculino;credito
2023-06-26 14:51:41.182871;1094;Florianópolis;Mario Sérgio;Tenis NB;Marian Arbeiter;feminino;credito
2023-06-26 15:55:44.057871;1095;Porto Alegre;Luiza Cherobini;Tenis Nike;Tomi Salinas;feminino;credito
2023-06-26 16:06:56.124877;1096;Lajeado;Adriano Soares;Tenis NB;John Edwards;masculino;boleto
2023-06-26 17:51:53.593872;1097;São Paulo;Claudio Bueno;Tenis Nike;Tommy Taggart;masculino;credito
2023-06-27 09:31:47.956877;1098;Porto Alegre;Luiza Cherobini;Tenis Nike;Julie Strawderman;feminino;credito
2023-06-27 10:52:51.727871;1099;Porto Alegre;Luiza Cherobini;Tenis Fila;James Allen;masculino;credito
2023-06-27 11:03:42.051887;1100;Florianópolis;Claudia dos Santos;Tenis NB;Jeffrey Rines;masculino;credito
2023-06-27 15:17:45.065870;1101;Porto Alegre;Luiza Cherobini;Tenis Nike;Norma Johnson;feminino;credito
2023-06-27 15:23:42.371872;1102;São Paulo;Cassia Moraes;Tenis Nike;Kristina Burdette;feminino;credito
2023-06-27 17:05:42.270924;1103;Florianópolis;Claudia dos Santos;Tenis Nike;Debra Helton;feminino;credito
2023-06-27 17:18:49.260871;1104;Porto Alegre;Luiza Cherobini;Tenis Fila;Marie Dare;feminino;credito
2023-06-27 17:59:45.065870;1105;São Paulo;Claudio Bueno;Tenis Adidas;Emanuel Naffziger;masculino;credito
2023-06-28 10:01:40.823872;1106;Lajeado;Adriano Soares;Tenis NB;Maggie Rhodes;feminino;credito
2023-06-28 11:13:48.115871;1107;Canoas;Carlos Henrique;Tenis Nike;Willie Phernetton;feminino;credito
2023-06-28 13:18:54.803870;1108;Porto Alegre;Luiza Cherobini;Tenis Nike;Linda Horton;feminino;credito
2023-06-28 14:36:54.133876;1109;Florianópolis;Claudia dos Santos;Tenis NB;Kathy Irvine;feminino;credito
2023-06-28 16:12:48.115871;1110;São Paulo;Cassia Moraes;Tenis Adidas;Patricia Baker;feminino;credito
2023-06-29 08:21:49.570939;1111;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Edward Jones;masculino;boleto
2023-06-29 11:14:43.808872;1112;Porto Alegre;Rodrigo Tadewald;Tenis NB;Thomas Luna;masculino;credito
2023-06-29 11:44:54.697870;1113;Florianópolis;Mario Sérgio;Tenis Adidas;Gertrude Sluka;feminino;boleto
2023-06-29 11:45:48.551871;1114;Canoas;Luis Fernando;Tenis NB;Alex Bergeron;masculino;credito
2023-06-29 12:22:54.534878;1115;Florianópolis;Claudia dos Santos;Tenis Fila;Sarah Wiemer;feminino;credito
2023-06-29 13:37:50.611877;1116;Porto Alegre;Luiza Cherobini;Tenis Nike;Karen Chalker;feminino;credito
2023-06-29 16:38:48.641924;1117;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Thomas Cheek;masculino;credito
2023-06-30 09:57:52.917871;1118;São Paulo;Claudio Bueno;Tenis NB;Keith Carmean;masculino;credito
2023-06-30 11:56:46.836924;1119;Canoas;Luis Fernando;Tenis Nike;James Rucker;masculino;credito
2023-06-30 12:37:41.237870;1120;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Seth Nguyen;masculino;credito
2023-06-30 14:14:45.234871;1121;Canoas;Carlos Henrique;Tenis Nike;Carmen Olivares;feminino;credito
2023-06-30 17:22:49.748871;1122;Florianópolis;Claudia dos Santos;Tenis Fila;Marjorie Daniels;feminino;credito
2023-07-01 09:54:49.818872;1123;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Robert Baker;masculino;credito
2023-07-01 10:32:55.038871;1124;Caxias do Sul;Mateus Kienzle;Tenis NB;Brian Mulloy;masculino;credito
2023-07-01 13:30:41.167871;1125;São Paulo;Claudio Bueno;Tenis Fila;Jennifer Langham;feminino;credito
2023-07-01 13:46:40.237879;1126;Canoas;Carlos Henrique;Tenis NB;Irene Clarke;feminino;credito
2023-07-01 13:58:45.112876;1127;Lajeado;Adriano Soares;Tenis Nike;Wallace Martin;masculino;credito
2023-07-01 16:08:52.460872;1128;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Lindsay Gillispie;feminino;credito
2023-07-01 17:54:49.793873;1129;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kimberly Clawson;feminino;credito
2023-07-02 07:56:51.209871;1130;Lajeado;Juliano Faccioni;Tenis NB;Michael Lincourt;masculino;credito
2023-07-02 07:57:50.011870;1131;Caxias do Sul;Mateus Kienzle;Tenis Nike;Anne White;feminino;credito
2023-07-02 09:07:41.926872;1132;São Paulo;Claudio Bueno;Tenis Fila;Carlos Patterson;masculino;credito
2023-07-02 13:32:43.202871;1133;Canoas;Carlos Henrique;Tenis Nike;Enrique Anderson;masculino;pix
2023-07-02 15:37:42.813871;1134;São Paulo;Claudio Bueno;Tenis Fila;Jenell Johnson;feminino;boleto
2023-07-02 15:47:54.085870;1135;Canoas;Carlos Henrique;Tenis NB;Harold Barton;masculino;pix
2023-07-02 15:57:43.285873;1136;São Paulo;Cassia Moraes;Tenis Adidas;Rosa Kinsey;feminino;credito
2023-07-02 16:04:45.058871;1137;Lajeado;Adriano Soares;Tenis Adidas;Rodney Wrenn;masculino;credito
2023-07-02 16:35:47.495871;1138;Florianópolis;Mario Sérgio;Tenis Fila;Joseph Hughart;masculino;credito
2023-07-02 17:13:53.686870;1139;Porto Alegre;Luiza Cherobini;Tenis Fila;Jack Lemieux;masculino;boleto
2023-07-03 07:47:41.870872;1140;Canoas;Luis Fernando;Tenis Adidas;Margaret Smith;feminino;credito
2023-07-03 08:05:54.637924;1141;Canoas;Carlos Henrique;Tenis Fila;Sean Hess;masculino;credito
2023-07-03 09:27:46.850873;1142;Canoas;Luis Fernando;Tenis Nike;Dustin Kelley;masculino;credito
2023-07-03 11:57:43.092871;1143;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Kevin Lucy;masculino;pix
2023-07-03 12:31:43.054877;1144;São Paulo;Cassia Moraes;Tenis Fila;David Harper;masculino;credito
2023-07-03 13:48:53.667872;1145;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Clinton Miller;masculino;boleto
2023-07-03 14:39:41.180871;1146;São Paulo;Cassia Moraes;Tenis Fila;Ruth Quinones;feminino;boleto
2023-07-03 16:22:45.391872;1147;Lajeado;Juliano Faccioni;Tenis Adidas;Lisa Wright;feminino;credito
2023-07-04 07:24:53.485871;1148;Lajeado;Juliano Faccioni;Tenis Nike;Donna Martinez;feminino;credito
2023-07-04 08:56:52.356870;1149;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Glen Siddall;masculino;credito
2023-07-04 09:09:50.947870;1150;Canoas;Carlos Henrique;Tenis Adidas;Hazel Balser;feminino;credito
2023-07-04 10:43:41.684870;1151;Lajeado;Adriano Soares;Tenis Adidas;Sergio Brimer;masculino;credito
2023-07-04 10:58:44.567871;1152;Lajeado;Juliano Faccioni;Tenis Fila;Roy Violette;masculino;boleto
2023-07-04 11:04:49.605872;1153;Caxias do Sul;Mateus Kienzle;Tenis NB;Karen Orsini;feminino;credito
2023-07-04 14:07:45.129877;1154;São Paulo;Claudio Bueno;Tenis NB;Phyllis Davis;feminino;credito
2023-07-04 14:23:41.125924;1155;Florianópolis;Claudia dos Santos;Tenis Nike;Vicki Licon;feminino;credito
2023-07-04 15:34:42.620924;1156;Canoas;Luis Fernando;Tenis Fila;Michael Voss;masculino;credito
2023-07-04 17:58:55.504871;1157;Canoas;Luis Fernando;Tenis NB;Carolina Anderson;feminino;credito
2023-07-04 18:01:46.871925;1158;Lajeado;Adriano Soares;Tenis Fila;Jonathan Mendez;masculino;credito
2023-07-05 07:13:50.782872;1159;Canoas;Luis Fernando;Tenis Fila;William Mealer;masculino;credito
2023-07-05 07:25:42.442872;1160;Canoas;Carlos Henrique;Tenis Nike;Walter Clouston;masculino;credito
2023-07-05 08:13:41.774880;1161;Canoas;Carlos Henrique;Tenis Adidas;Kurt Briley;masculino;pix
2023-07-05 11:49:51.873924;1162;Florianópolis;Mario Sérgio;Tenis Fila;Roosevelt Starr;masculino;credito
2023-07-05 12:46:44.040871;1163;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Justin Elizalde;masculino;pix
2023-07-05 17:20:42.063894;1164;Canoas;Luis Fernando;Tenis NB;David Brashear;masculino;credito
2023-07-05 17:44:41.452012;1165;Caxias do Sul;Mateus Kienzle;Tenis NB;Bonnie Taylor;feminino;credito
2023-07-05 18:05:50.206871;1166;Porto Alegre;Luiza Cherobini;Tenis Fila;Paul Dickinson;masculino;credito
2023-07-06 07:49:44.331871;1167;Florianópolis;Claudia dos Santos;Tenis Fila;See Beckel;feminino;credito
2023-07-06 10:02:47.824872;1168;Canoas;Carlos Henrique;Tenis Fila;Joseph Bender;masculino;credito
2023-07-06 10:03:51.517873;1169;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;James Tankersley;masculino;credito
2023-07-06 15:58:46.468925;1170;Lajeado;Adriano Soares;Tenis Fila;Paul Walsh;masculino;boleto
2023-07-06 17:17:50.024870;1171;São Paulo;Cassia Moraes;Tenis Adidas;Carole Marshall;feminino;credito
2023-07-06 18:08:40.420870;1172;São Paulo;Claudio Bueno;Tenis Nike;Henrietta Vincent;feminino;credito
2023-07-07 08:13:41.220871;1173;São Paulo;Claudio Bueno;Tenis Fila;Ursula Ines;feminino;credito
2023-07-07 08:18:43.602871;1174;Canoas;Luis Fernando;Tenis NB;Myrtle Blackman;feminino;pix
2023-07-07 11:31:45.947879;1175;São Paulo;Claudio Bueno;Tenis Fila;Virgil Miller;masculino;credito
2023-07-07 12:56:50.023870;1176;Lajeado;Adriano Soares;Tenis Nike;Jerry Ramirez;masculino;credito
2023-07-07 15:58:52.451871;1177;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Frank Siegfried;masculino;credito
2023-07-07 17:23:43.111878;1178;Canoas;Luis Fernando;Tenis Fila;Elvis Landis;masculino;credito
2023-07-07 18:07:40.885877;1179;Florianópolis;Claudia dos Santos;Tenis NB;Romaine Burns;feminino;pix
2023-07-08 07:27:54.436877;1180;Lajeado;Adriano Soares;Tenis Fila;Alvina Blaney;feminino;boleto
2023-07-08 07:58:52.795878;1181;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Travis Price;masculino;credito
2023-07-08 08:01:49.779874;1182;Canoas;Carlos Henrique;Tenis Adidas;Janet Street;feminino;boleto
2023-07-08 09:51:52.540876;1183;Lajeado;Juliano Faccioni;Tenis NB;Kerrie Besaw;feminino;pix
2023-07-08 11:15:42.330871;1184;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Michelle Chunn;feminino;credito
2023-07-08 12:22:53.683870;1185;Florianópolis;Mario Sérgio;Tenis Fila;Margaret Lilley;feminino;credito
2023-07-08 13:58:54.447877;1186;Porto Alegre;Luiza Cherobini;Tenis NB;Steven Elswick;masculino;pix
2023-07-08 14:57:49.748871;1187;São Paulo;Cassia Moraes;Tenis NB;James Duncan;masculino;credito
2023-07-08 17:09:43.429871;1188;Canoas;Luis Fernando;Tenis NB;Karen Dumas;feminino;credito
2023-07-08 17:26:40.435877;1189;Canoas;Carlos Henrique;Tenis Adidas;Betty Stevenson;feminino;credito
2023-07-09 07:23:47.416871;1190;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Lynn Cole;feminino;credito
2023-07-09 08:41:54.526873;1191;Lajeado;Adriano Soares;Tenis Adidas;Adam Howe;masculino;credito
2023-07-09 09:00:50.061877;1192;Porto Alegre;Luiza Cherobini;Tenis Adidas;Melanie Hiemstra;feminino;credito
2023-07-09 09:27:43.055877;1193;Canoas;Carlos Henrique;Tenis Adidas;Jackie Oakley;feminino;credito
2023-07-09 10:07:50.209871;1194;Lajeado;Adriano Soares;Tenis Nike;Connie Clayton;feminino;credito
2023-07-09 11:22:40.422871;1195;Florianópolis;Claudia dos Santos;Tenis NB;Sandra Ekstrom;feminino;boleto
2023-07-09 13:55:50.763871;1196;Florianópolis;Mario Sérgio;Tenis Adidas;Deborah Hernandez;feminino;credito
2023-07-09 14:37:44.288870;1197;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;James Hancock;masculino;credito
2023-07-09 16:01:44.033870;1198;Lajeado;Adriano Soares;Tenis Adidas;Cecilia Weber;feminino;credito
2023-07-09 16:25:56.019872;1199;São Paulo;Cassia Moraes;Tenis Fila;Seth Richardson;masculino;credito
2023-07-09 16:36:45.405872;1200;Lajeado;Juliano Faccioni;Tenis Nike;John Benigni;masculino;credito
2023-07-09 17:17:45.891872;1201;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Jocelyn Ayala;feminino;credito
2023-07-09 17:31:55.123871;1202;São Paulo;Claudio Bueno;Tenis Fila;Ralph Robinson;masculino;credito
2023-07-10 11:20:51.904931;1203;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Jermaine Ingram;masculino;credito
2023-07-10 11:48:48.224876;1204;Canoas;Luis Fernando;Tenis Adidas;Sandy Johnson;feminino;credito
2023-07-10 14:15:44.665878;1205;São Paulo;Cassia Moraes;Tenis Fila;Beverly Foley;feminino;credito
2023-07-10 14:54:52.681871;1206;Lajeado;Juliano Faccioni;Tenis NB;Ricardo Lewis;masculino;credito
2023-07-10 17:07:45.469873;1207;Caxias do Sul;Mateus Kienzle;Tenis Nike;Preston Epps;masculino;credito
2023-07-10 17:08:51.615871;1208;Canoas;Luis Fernando;Tenis Fila;Antonio Payne;masculino;credito
2023-07-11 07:16:42.861871;1209;Porto Alegre;Luiza Cherobini;Tenis Nike;Melva Kemp;feminino;credito
2023-07-11 11:01:43.431870;1210;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Mary Muhammad;feminino;credito
2023-07-11 13:49:52.555870;1211;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;George Trueblood;masculino;credito
2023-07-11 14:14:49.189906;1212;Lajeado;Juliano Faccioni;Tenis NB;Frances Zirin;feminino;credito
2023-07-11 14:21:54.040876;1213;Lajeado;Adriano Soares;Tenis Adidas;Damien Moreta;masculino;boleto
2023-07-11 15:00:44.903870;1214;São Paulo;Claudio Bueno;Tenis Adidas;Ann Cunningham;feminino;credito
2023-07-11 16:51:47.439872;1215;Canoas;Luis Fernando;Tenis Adidas;Helen Kurz;feminino;credito
2023-07-11 17:19:53.150924;1216;Florianópolis;Mario Sérgio;Tenis NB;Brian Griffin;masculino;boleto
2023-07-11 18:02:53.572871;1217;São Paulo;Claudio Bueno;Tenis Adidas;Samuel Hernandez;masculino;credito
2023-07-12 07:16:55.393873;1218;Canoas;Carlos Henrique;Tenis Nike;Margaret Brown;feminino;credito
2023-07-12 07:35:53.159872;1219;Lajeado;Adriano Soares;Tenis Fila;Patricia Phariss;feminino;pix
2023-07-12 10:46:44.113877;1220;Canoas;Carlos Henrique;Tenis Fila;Elnora Valentine;feminino;credito
2023-07-12 11:34:51.333870;1221;Lajeado;Juliano Faccioni;Tenis Fila;Brian Wray;masculino;credito
2023-07-12 13:06:48.277872;1222;Lajeado;Juliano Faccioni;Tenis NB;Addie Crockett;feminino;credito
2023-07-12 13:09:53.297873;1223;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Thomas Ivey;masculino;credito
2023-07-12 14:17:43.323915;1224;São Paulo;Claudio Bueno;Tenis Fila;Richelle Porter;feminino;boleto
2023-07-12 14:41:45.255872;1225;Lajeado;Juliano Faccioni;Tenis NB;Sabrina Robertson;feminino;credito
2023-07-12 14:58:54.259871;1226;Porto Alegre;Luiza Cherobini;Tenis Adidas;John Ruble;masculino;credito
2023-07-12 18:09:49.961870;1227;São Paulo;Cassia Moraes;Tenis Fila;Dorothy Trotta;feminino;credito
2023-07-13 08:10:51.640870;1228;Florianópolis;Mario Sérgio;Tenis Fila;Amy Henton;feminino;pix
2023-07-13 10:08:47.435871;1229;Porto Alegre;Rodrigo Tadewald;Tenis NB;Nancy Cowley;feminino;credito
2023-07-13 11:50:42.913872;1230;Lajeado;Juliano Faccioni;Tenis Nike;Edith Perry;feminino;credito
2023-07-13 12:00:56.046875;1231;São Paulo;Cassia Moraes;Tenis Fila;Marjorie Crawford;feminino;boleto
2023-07-13 12:46:44.674924;1232;São Paulo;Cassia Moraes;Tenis Adidas;Jeanne Gilliam;feminino;credito
2023-07-13 14:28:53.661872;1233;Lajeado;Juliano Faccioni;Tenis Adidas;Darren Price;masculino;credito
2023-07-13 15:18:45.602870;1234;Lajeado;Adriano Soares;Tenis Adidas;Sharon Buffington;feminino;boleto
2023-07-13 18:03:49.119880;1235;Canoas;Luis Fernando;Tenis Fila;Walter Maranda;masculino;boleto
2023-07-14 09:13:55.689873;1236;Porto Alegre;Luiza Cherobini;Tenis Adidas;Janet Boyd;feminino;boleto
2023-07-14 10:08:52.668876;1237;São Paulo;Cassia Moraes;Tenis Adidas;Rocco Harris;masculino;credito
2023-07-14 10:55:42.970872;1238;Canoas;Luis Fernando;Tenis Adidas;Antonio Mcdonnell;masculino;boleto
2023-07-14 15:59:47.026872;1239;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Gary Waldecker;masculino;credito
2023-07-14 16:38:41.515871;1240;Caxias do Sul;Mateus Kienzle;Tenis Nike;Raymond Leetch;masculino;credito
2023-07-14 16:58:46.770943;1241;Florianópolis;Claudia dos Santos;Tenis Fila;Joseph Rivera;masculino;credito
2023-07-15 09:14:54.839871;1242;Porto Alegre;Luiza Cherobini;Tenis Nike;Scott Lauseng;masculino;credito
2023-07-15 11:26:55.785872;1243;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Sun Cater;feminino;pix
2023-07-15 12:01:43.384873;1244;São Paulo;Claudio Bueno;Tenis NB;Gary Bennett;masculino;credito
2023-07-15 12:52:50.430871;1245;Florianópolis;Mario Sérgio;Tenis Adidas;Lorraine Granados;feminino;credito
2023-07-15 13:15:45.013871;1246;São Paulo;Claudio Bueno;Tenis Adidas;Lynette Boothby;feminino;credito
2023-07-15 13:23:45.981870;1247;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jose Treleven;masculino;credito
2023-07-15 14:26:44.082871;1248;Lajeado;Juliano Faccioni;Tenis NB;Rick Erps;masculino;credito
2023-07-15 16:20:51.339872;1249;São Paulo;Cassia Moraes;Tenis Adidas;Mary Schaus;feminino;pix
2023-07-16 07:59:47.624872;1250;Canoas;Luis Fernando;Tenis Fila;Joey Daughrity;feminino;credito
